WORD	FAVOR	AGAINST	NONE	FREQ	SUPPORT
环境,烟花爆竹	0	7	1	8	0.875
环保,碳	1	7	0	8	0.875
环保,低	1	7	0	8	0.875
燃放烟花,倡议	0	7	1	8	0.875
烟花爆竹,环境	0	7	1	8	0.875
横冲,禁	7	1	0	8	0.875
晚育,取消	0	7	1	8	0.875
放烟,倡议	0	7	1	8	0.875
支持,打击	7	0	1	8	0.875
支持,恐怖分子	7	1	0	8	0.875
支持,分子	7	1	0	8	0.875
打击,支持	7	0	1	8	0.875
户户,家户	7	0	1	8	0.875
户户,家家户户	7	0	1	8	0.875
户户,家家	7	0	1	8	0.875
恐怖分子,支持	7	1	0	8	0.875
尾气,少	7	1	0	8	0.875
少,禁	1	7	0	8	0.875
少,尾气	7	1	0	8	0.875
家户,户户	7	0	1	8	0.875
家户,家家户户	7	0	1	8	0.875
家户,家家	7	0	1	8	0.875
家家户户,户户	7	0	1	8	0.875
家家户户,家户	7	0	1	8	0.875
家家户户,家家	7	0	1	8	0.875
家家,户户	7	0	1	8	0.875
家家,家户	7	0	1	8	0.875
家家,家家户户	7	0	1	8	0.875
守岁,传统	7	0	1	8	0.875
回家,传统	7	0	1	8	0.875
吃饺子,传统	7	0	1	8	0.875
取消,晚育	0	7	1	8	0.875
分子,支持	7	1	0	8	0.875
元宵节,传统	7	0	1	8	0.875
倡议,燃放烟花	0	7	1	8	0.875
倡议,放烟	0	7	1	8	0.875
低,环保	1	7	0	8	0.875
传统,守岁	7	0	1	8	0.875
传统,回家	7	0	1	8	0.875
传统,吃饺子	7	0	1	8	0.875
传统,元宵节	7	0	1	8	0.875
买不起,禁	0	7	1	8	0.875
中华民族,节日	7	0	1	8	0.875
中华,节日	7	0	1	8	0.875
环保,倡议	1	13	1	15	0.866667
倡议,环保	1	13	1	15	0.866667
禁,汽车	1	19	2	22	0.863636
汽车,禁	1	19	2	22	0.863636
餐饮,行车	2	18	1	21	0.857143
餐饮,自行车	2	18	1	21	0.857143
餐饮,自行	2	18	1	21	0.857143
餐饮,禁	2	18	1	21	0.857143
餐饮,外卖	2	18	1	21	0.857143
行车,餐饮	2	18	1	21	0.857143
行车,可	2	18	1	21	0.857143
行车,只	3	18	0	21	0.857143
自行车,餐饮	2	18	1	21	0.857143
自行车,可	2	18	1	21	0.857143
自行车,只	3	18	0	21	0.857143
自行,餐饮	2	18	1	21	0.857143
自行,可	2	18	1	21	0.857143
自行,只	3	18	0	21	0.857143
禁,餐饮	2	18	1	21	0.857143
外卖,餐饮	2	18	1	21	0.857143
可,行车	2	18	1	21	0.857143
可,自行车	2	18	1	21	0.857143
可,自行	2	18	1	21	0.857143
只,行车	3	18	0	21	0.857143
只,自行车	3	18	0	21	0.857143
只,自行	3	18	0	21	0.857143
那,禁	2	12	0	14	0.857143
空气,燃放烟花	1	12	1	14	0.857143
空气,烟花爆竹	1	12	1	14	0.857143
空气,放烟	1	12	1	14	0.857143
禁,那	2	12	0	14	0.857143
燃放烟花,空气	1	12	1	14	0.857143
烟花爆竹,空气	1	12	1	14	0.857143
烟花爆竹,少	2	12	0	14	0.857143
政,懒	0	12	2	14	0.857143
放烟,空气	1	12	1	14	0.857143
懒,政	0	12	2	14	0.857143
少,烟花爆竹	2	12	0	14	0.857143
饺子,团聚	6	1	0	7	0.857143
雾,减少	0	6	1	7	0.857143
难,禁	1	6	0	7	0.857143
部门,联合	0	6	1	7	0.857143
那,社会	1	6	0	7	0.857143
道理,禁	1	6	0	7	0.857143
过节,少	1	6	0	7	0.857143
贴,年货	6	1	0	7	0.857143
觉得,挺	6	1	0	7	0.857143
联合,部门	0	6	1	7	0.857143
老百姓,汽车	1	6	0	7	0.857143
绿色,爆竹	0	6	1	7	0.857143
粗暴,禁	0	6	1	7	0.857143
管理,方式	0	6	1	7	0.857143
禁,难	1	6	0	7	0.857143
禁,道理	1	6	0	7	0.857143
禁,粗暴	0	6	1	7	0.857143
禁,媒体	0	6	1	7	0.857143
禁,依据	0	6	1	7	0.857143
社会,那	1	6	0	7	0.857143
爆竹,绿色	0	6	1	7	0.857143
汽车,老百姓	1	6	0	7	0.857143
春联,年货	6	1	0	7	0.857143
春晚,吃	6	0	1	7	0.857143
方式,管理	0	6	1	7	0.857143
挺,觉得	6	1	0	7	0.857143
打击,恐怖分子	6	0	1	7	0.857143
打击,分子	6	0	1	7	0.857143
恐怖分子,打击	6	0	1	7	0.857143
恐怖主义,恐怖	6	1	0	7	0.857143
恐怖主义,主义	6	1	0	7	0.857143
恐怖,恐怖主义	6	1	0	7	0.857143
恐怖,主义	6	1	0	7	0.857143
年货,贴	6	1	0	7	0.857143
年货,春联	6	1	0	7	0.857143
年夜饭,传统	6	0	1	7	0.857143
少,过节	1	6	0	7	0.857143
对联,传统	6	0	1	7	0.857143
家家,传统	6	0	1	7	0.857143
媒体,禁	0	6	1	7	0.857143
夜饭,传统	6	0	1	7	0.857143
团聚,饺子	6	1	0	7	0.857143
团聚,传统	6	0	1	7	0.857143
吃,春晚	6	0	1	7	0.857143
分子,打击	6	0	1	7	0.857143
减少,雾	0	6	1	7	0.857143
减少,人口	0	6	1	7	0.857143
依据,禁	0	6	1	7	0.857143
传统节日,中华民族	6	0	1	7	0.857143
传统节日,中华	6	0	1	7	0.857143
传统,年夜饭	6	0	1	7	0.857143
传统,对联	6	0	1	7	0.857143
传统,家家	6	0	1	7	0.857143
传统,夜饭	6	0	1	7	0.857143
传统,团聚	6	0	1	7	0.857143
人口,减少	0	6	1	7	0.857143
主义,恐怖主义	6	1	0	7	0.857143
主义,恐怖	6	1	0	7	0.857143
中华民族,传统节日	6	0	1	7	0.857143
中华,传统节日	6	0	1	7	0.857143
贴,春联	23	1	3	27	0.851852
春联,贴	23	1	3	27	0.851852
贴,传统	22	1	3	26	0.846154
传统,贴	22	1	3	26	0.846154
饺子,吃饺子	11	1	1	13	0.846154
通工,工具	0	11	2	13	0.846154
通工,交通工具	0	11	2	13	0.846154
计划生育,人口	1	11	1	13	0.846154
计划,人口	1	11	1	13	0.846154
工具,通工	0	11	2	13	0.846154
工具,交通工具	0	11	2	13	0.846154
吃饺子,饺子	11	1	1	13	0.846154
传统,中华民族	11	1	1	13	0.846154
人口,计划生育	1	11	1	13	0.846154
人口,计划	1	11	1	13	0.846154
交通工具,通工	0	11	2	13	0.846154
交通工具,工具	0	11	2	13	0.846154
中华民族,传统	11	1	1	13	0.846154
禁,可	3	21	1	25	0.84
环保,今年春节	1	21	3	25	0.84
可,禁	3	21	1	25	0.84
今年春节,环保	1	21	3	25	0.84
春联,传统	15	1	2	18	0.833333
传统,春联	15	1	2	18	0.833333
简单,禁	0	10	2	12	0.833333
空气,倡议	2	10	0	12	0.833333
禁,简单	0	10	2	12	0.833333
环境,今年	0	10	2	12	0.833333
打击,恐怖	10	1	1	12	0.833333
恐怖,打击	10	1	1	12	0.833333
团圆,传统	10	2	0	12	0.833333
喜欢,传统	10	2	0	12	0.833333
倡议,空气	2	10	0	12	0.833333
传统,团圆	10	2	0	12	0.833333
传统,喜欢	10	2	0	12	0.833333
今年,环境	0	10	2	12	0.833333
骑,送	1	5	0	6	0.833333
驾驶,禁	5	1	0	6	0.833333
马,少	1	5	0	6	0.833333
须,生育	1	0	5	6	0.833333
须,员工	0	1	5	6	0.833333
青春,腿	1	0	5	6	0.833333
青春,帅	1	0	5	6	0.833333
霾,灰	0	5	1	6	0.833333
霾,倡议	0	5	1	6	0.833333
铁站,禁	5	0	1	6	0.833333
钱,禁	1	5	0	6	0.833333
部门,空气	1	5	0	6	0.833333
那,节日	5	1	0	6	0.833333
逼,汽车	1	5	0	6	0.833333
送,骑	1	5	0	6	0.833333
贴,团圆	5	1	0	6	0.833333
贴,味儿	5	1	0	6	0.833333
贴,一起	5	1	0	6	0.833333
解决,禁	0	5	1	6	0.833333
行车,百姓	0	5	1	6	0.833333
节日,那	5	1	0	6	0.833333
自行车,百姓	0	5	1	6	0.833333
自行,百姓	0	5	1	6	0.833333
腿,青春	1	0	5	6	0.833333
老龄化,生育	1	5	0	6	0.833333
老龄,生育	1	5	0	6	0.833333
老百姓,政府	1	5	0	6	0.833333
管管,交警	5	0	1	6	0.833333
空气,部门	1	5	0	6	0.833333
禁放,今年	0	5	1	6	0.833333
禁,驾驶	5	1	0	6	0.833333
禁,铁站	5	0	1	6	0.833333
禁,钱	1	5	0	6	0.833333
禁,解决	0	5	1	6	0.833333
禁,增加	0	5	1	6	0.833333
禁,地铁站	5	0	1	6	0.833333
禁,变成	0	5	1	6	0.833333
禁,做法	1	5	0	6	0.833333
禁,严查	5	0	1	6	0.833333
百姓,行车	0	5	1	6	0.833333
百姓,自行车	0	5	1	6	0.833333
百姓,自行	0	5	1	6	0.833333
百姓,买不起	0	5	1	6	0.833333
生育,须	1	0	5	6	0.833333
生育,老龄化	1	5	0	6	0.833333
生育,老龄	1	5	0	6	0.833333
环保,热闹	1	5	0	6	0.833333
环保,方式	1	5	0	6	0.833333
爆竹,欢乐	0	5	1	6	0.833333
爆竹,发出	1	5	0	6	0.833333
燃放,大气	1	5	0	6	0.833333
热闹,环保	1	5	0	6	0.833333
烧纸,传统	1	5	0	6	0.833333
灰,霾	0	5	1	6	0.833333
火,传统	5	1	0	6	0.833333
汽车,逼	1	5	0	6	0.833333
汽车,上路	0	5	1	6	0.833333
欢乐,爆竹	0	5	1	6	0.833333
晚婚晚育,取消	0	5	1	6	0.833333
晚婚,假	0	5	1	6	0.833333
春联,味儿	5	1	0	6	0.833333
方式,环保	1	5	0	6	0.833333
断崖,人口	0	5	1	6	0.833333
政府,老百姓	1	5	0	6	0.833333
拜年,传统	5	0	1	6	0.833333
户户,传统	5	0	1	6	0.833333
恐怖,is	5	1	0	6	0.833333
式,人口	0	5	1	6	0.833333
帅,青春	1	0	5	6	0.833333
少,马	1	5	0	6	0.833333
少,大气	1	5	0	6	0.833333
少,喜欢	5	1	0	6	0.833333
家户,传统	5	0	1	6	0.833333
家家户户,传统	5	0	1	6	0.833333
大气,燃放	1	5	0	6	0.833333
大气,少	1	5	0	6	0.833333
大城市,大城	5	1	0	6	0.833333
大城,大城市	5	1	0	6	0.833333
增加,禁	0	5	1	6	0.833333
地铁站,禁	5	0	1	6	0.833333
团圆,贴	5	1	0	6	0.833333
喜欢,少	5	1	0	6	0.833333
味儿,贴	5	1	0	6	0.833333
味儿,春联	5	1	0	6	0.833333
员工,须	0	1	5	6	0.833333
变成,禁	0	5	1	6	0.833333
取消,晚婚晚育	0	5	1	6	0.833333
取消,假	0	5	1	6	0.833333
发出,爆竹	1	5	0	6	0.833333
千年,传统	5	0	1	6	0.833333
做法,禁	1	5	0	6	0.833333
假,晚婚	0	5	1	6	0.833333
假,取消	0	5	1	6	0.833333
倡议,霾	0	5	1	6	0.833333
传统,烧纸	1	5	0	6	0.833333
传统,火	5	1	0	6	0.833333
传统,拜年	5	0	1	6	0.833333
传统,户户	5	0	1	6	0.833333
传统,家户	5	0	1	6	0.833333
传统,家家户户	5	0	1	6	0.833333
传统,千年	5	0	1	6	0.833333
今年,禁放	0	5	1	6	0.833333
人口,断崖	0	5	1	6	0.833333
人口,式	0	5	1	6	0.833333
亲人,is	5	0	1	6	0.833333
交警,管管	5	0	1	6	0.833333
买不起,百姓	0	5	1	6	0.833333
严查,禁	5	0	1	6	0.833333
上路,汽车	0	5	1	6	0.833333
一起,贴	5	1	0	6	0.833333
is,恐怖	5	1	0	6	0.833333
is,亲人	5	0	1	6	0.833333
送,外卖	4	19	0	23	0.826087
外卖,送	4	19	0	23	0.826087
禁,政	2	14	1	17	0.823529
环境,环保	0	14	3	17	0.823529
环保,环境	0	14	3	17	0.823529
民族,传统	14	1	2	17	0.823529
政,禁	2	14	1	17	0.823529
小时候,小时	14	2	1	17	0.823529
小时,小时候	14	2	1	17	0.823529
传统,民族	14	1	2	17	0.823529
行车,外卖	2	18	2	22	0.818182
自行车,外卖	2	18	2	22	0.818182
自行,外卖	2	18	2	22	0.818182
禁,只	3	18	1	22	0.818182
外卖,行车	2	18	2	22	0.818182
外卖,自行车	2	18	2	22	0.818182
外卖,自行	2	18	2	22	0.818182
可,只	4	18	0	22	0.818182
只,禁	3	18	1	22	0.818182
只,可	4	18	0	22	0.818182
饺子,包	9	2	0	11	0.818182
起,禁	2	9	0	11	0.818182
节日,民族	9	0	2	11	0.818182
禁,起	2	9	0	11	0.818182
民族,节日	9	0	2	11	0.818182
感受,传统	9	1	1	11	0.818182
哈哈哈,哈哈	9	2	0	11	0.818182
哈哈,哈哈哈	9	2	0	11	0.818182
包,饺子	9	2	0	11	0.818182
传统,感受	9	1	1	11	0.818182
生育,人口	1	13	2	16	0.8125
人口,生育	1	13	2	16	0.8125
计划生育,计划	3	21	2	26	0.807692
计划生育,生育	3	21	2	26	0.807692
计划,计划生育	3	21	2	26	0.807692
计划,生育	3	21	2	26	0.807692
生育,计划生育	3	21	2	26	0.807692
生育,计划	3	21	2	26	0.807692
空气,燃放	1	16	3	20	0.8
燃放,空气	1	16	3	20	0.8
绿色,环保	2	12	1	15	0.8
环保,绿色	2	12	1	15	0.8
传统,中华	12	2	1	15	0.8
中华,传统	12	2	1	15	0.8
自由,禁	0	8	2	10	0.8
穿,新衣	8	1	1	10	0.8
禁,自由	0	8	2	10	0.8
禁,法律	1	8	1	10	0.8
看到,支持	8	2	0	10	0.8
法律,禁	1	8	1	10	0.8
新衣,穿	8	1	1	10	0.8
支持,看到	8	2	0	10	0.8
骑车,禁	1	4	0	5	0.8
骑,可	1	4	0	5	0.8
马,今年	1	4	0	5	0.8
颜,值	4	0	1	5	0.8
鞭,环保	1	4	0	5	0.8
非法,支持	4	1	0	5	0.8
阿萨德,阿萨	4	1	0	5	0.8
阿萨,阿萨德	4	1	0	5	0.8
阿拉伯,阿拉	4	1	0	5	0.8
阿拉伯,拉伯	4	1	0	5	0.8
阿拉,阿拉伯	4	1	0	5	0.8
阿拉,拉伯	4	1	0	5	0.8
释放,爆竹	0	4	1	5	0.8
采取,经济	0	4	1	5	0.8
部门,今年	1	4	0	5	0.8
那,只	1	4	0	5	0.8
逼,牛	4	1	0	5	0.8
逼,想想	0	4	1	5	0.8
适合,很	4	0	1	5	0.8
迎,财神	4	1	0	5	0.8
过节,爆竹	0	4	1	5	0.8
走亲戚,亲戚	4	1	0	5	0.8
贴,民族	4	0	1	5	0.8
贴,拜年	4	0	1	5	0.8
贴,快乐	4	1	0	5	0.8
贴,守岁	4	0	1	5	0.8
财神,迎	4	1	0	5	0.8
详情,少	4	1	0	5	0.8
设计,禁	0	4	1	5	0.8
计划生育,一代	1	4	0	5	0.8
计划,一代	1	4	0	5	0.8
觉得,空气	4	0	1	5	0.8
袭击,恐怖	4	0	1	5	0.8
行车道,禁	1	4	0	5	0.8
行车,管理	0	4	1	5	0.8
行车,汽车	0	4	1	5	0.8
行车,严查	4	0	1	5	0.8
苦,禁	0	4	1	5	0.8
节日,节	4	1	0	5	0.8
节日,穿	4	1	0	5	0.8
节日,新衣	4	1	0	5	0.8
节日,家家	4	0	1	5	0.8
节日,团聚	4	0	1	5	0.8
节日,元宵节	4	0	1	5	0.8
节,节日	4	1	0	5	0.8
节,传统	4	1	0	5	0.8
自行车道,禁	1	4	0	5	0.8
自行车,管理	0	4	1	5	0.8
自行车,汽车	0	4	1	5	0.8
自行车,严查	4	0	1	5	0.8
自行,管理	0	4	1	5	0.8
自行,汽车	0	4	1	5	0.8
自行,严查	4	0	1	5	0.8
绿色,倡议	1	4	0	5	0.8
绿灯,禁	4	0	1	5	0.8
绿灯,交警	4	0	1	5	0.8
经济,采取	0	4	1	5	0.8
经济,发展	1	4	0	5	0.8
管理,行车	0	4	1	5	0.8
管理,自行车	0	4	1	5	0.8
管理,自行	0	4	1	5	0.8
管理,交警	4	1	0	5	0.8
简单,社会	0	4	1	5	0.8
简单,政府	0	4	1	5	0.8
穿,节日	4	1	0	5	0.8
空气,觉得	4	0	1	5	0.8
空气,方式	1	4	0	5	0.8
空气,排放	4	1	0	5	0.8
禁放,燃放	0	4	1	5	0.8
禁放,烟花爆竹	1	4	0	5	0.8
禁,骑车	1	4	0	5	0.8
禁,设计	0	4	1	5	0.8
禁,行车道	1	4	0	5	0.8
禁,苦	0	4	1	5	0.8
禁,自行车道	1	4	0	5	0.8
禁,绿灯	4	0	1	5	0.8
禁,直撞	4	1	0	5	0.8
禁,横冲直撞	4	1	0	5	0.8
禁,无奈	1	4	0	5	0.8
禁,小车	0	4	1	5	0.8
禁,小哥	1	4	0	5	0.8
禁,允许	0	4	1	5	0.8
禁,不好	1	4	0	5	0.8
社会,简单	0	4	1	5	0.8
社会,本来	1	4	0	5	0.8
碳,方式	1	4	0	5	0.8
直撞,禁	4	1	0	5	0.8
百姓,可	1	4	0	5	0.8
百姓,传统	4	1	0	5	0.8
生育,断崖	0	4	1	5	0.8
生育,式	0	4	1	5	0.8
生育,减少	0	4	1	5	0.8
生育,人口老龄化	1	4	0	5	0.8
生育,一代	1	4	0	5	0.8
环境,燃放烟花	0	4	1	5	0.8
环境,欢乐	0	4	1	5	0.8
环境,放烟	0	4	1	5	0.8
环境,保护环境	0	4	1	5	0.8
环境,保护环	0	4	1	5	0.8
环保,鞭	1	4	0	5	0.8
环保,欢乐	0	4	1	5	0.8
环保,增加	0	4	1	5	0.8
环保,倡导	1	4	0	5	0.8
特别,传统	4	0	1	5	0.8
牛,逼	4	1	0	5	0.8
爆竹,释放	0	4	1	5	0.8
爆竹,过节	0	4	1	5	0.8
爆竹,燃	1	4	0	5	0.8
爆竹,火灾	0	4	1	5	0.8
爆竹,拒绝	1	4	0	5	0.8
爆竹,很	1	4	0	5	0.8
燃放烟花,环境	0	4	1	5	0.8
燃放烟花,保护	0	4	1	5	0.8
燃放,禁放	0	4	1	5	0.8
燃放,火灾	0	4	1	5	0.8
燃放,指数	0	4	1	5	0.8
燃放,增加	0	4	1	5	0.8
燃放,保护	0	4	1	5	0.8
燃,爆竹	1	4	0	5	0.8
照顾,很	4	1	0	5	0.8
烟花爆竹,禁放	1	4	0	5	0.8
火灾,爆竹	0	4	1	5	0.8
火灾,燃放	0	4	1	5	0.8
添,梦想	4	0	1	5	0.8
添,合伙人	4	0	1	5	0.8
添,合伙	4	0	1	5	0.8
法律,政府	0	4	1	5	0.8
汽车,行车	0	4	1	5	0.8
汽车,自行车	0	4	1	5	0.8
汽车,自行	0	4	1	5	0.8
水,只	0	4	1	5	0.8
民族,贴	4	0	1	5	0.8
每,今年	0	4	1	5	0.8
歧视,女性	1	4	0	5	0.8
欢乐,环境	0	4	1	5	0.8
欢乐,环保	0	4	1	5	0.8
横冲直撞,禁	4	1	0	5	0.8
梦想,添	4	0	1	5	0.8
梦想,月份	4	0	1	5	0.8
本来,社会	1	4	0	5	0.8
月份,梦想	4	0	1	5	0.8
月份,合伙人	4	0	1	5	0.8
月份,合伙	4	0	1	5	0.8
春晚,年夜饭	4	0	1	5	0.8
春晚,年夜	4	0	1	5	0.8
春晚,夜饭	4	0	1	5	0.8
无奈,禁	1	4	0	5	0.8
方式,空气	1	4	0	5	0.8
方式,碳	1	4	0	5	0.8
方式,政府	1	4	0	5	0.8
方式,政	0	4	1	5	0.8
方式,低	1	4	0	5	0.8
新衣,节日	4	1	0	5	0.8
断崖,生育	0	4	1	5	0.8
政府,简单	0	4	1	5	0.8
政府,法律	0	4	1	5	0.8
政府,方式	1	4	0	5	0.8
政府,少	1	4	0	5	0.8
政,方式	0	4	1	5	0.8
放烟,环境	0	4	1	5	0.8
放烟,保护	0	4	1	5	0.8
支持,非法	4	1	0	5	0.8
支持,抢	4	1	0	5	0.8
操作,很	4	1	0	5	0.8
排放,空气	4	1	0	5	0.8
排放,尾气	4	1	0	5	0.8
排放,少	4	1	0	5	0.8
挺,喜欢	4	0	1	5	0.8
指数,燃放	0	4	1	5	0.8
拜年,贴	4	0	1	5	0.8
拒绝,爆竹	1	4	0	5	0.8
拉伯,阿拉伯	4	1	0	5	0.8
拉伯,阿拉	4	1	0	5	0.8
抢,支持	4	1	0	5	0.8
抓,奖励	4	1	0	5	0.8
抓,交警	4	1	0	5	0.8
执法,交警	4	1	0	5	0.8
想想,逼	0	4	1	5	0.8
恐怖,袭击	4	0	1	5	0.8
恐怖,总统	4	1	0	5	0.8
总统,恐怖	4	1	0	5	0.8
快乐,贴	4	1	0	5	0.8
很,适合	4	0	1	5	0.8
很,爆竹	1	4	0	5	0.8
很,照顾	4	1	0	5	0.8
很,操作	4	1	0	5	0.8
很,姐姐	4	1	0	5	0.8
很,吸引	4	1	0	5	0.8
很,一起	4	1	0	5	0.8
式,生育	0	4	1	5	0.8
开心,妈妈	4	0	1	5	0.8
幼儿园,幼儿	4	1	0	5	0.8
幼儿,幼儿园	4	1	0	5	0.8
年货,传统	4	1	0	5	0.8
年夜饭,春晚	4	0	1	5	0.8
年夜,春晚	4	0	1	5	0.8
巴马,奥巴马	4	1	0	5	0.8
巴马,奥巴	4	1	0	5	0.8
尾气,排放	4	1	0	5	0.8
尤其,传统	1	4	0	5	0.8
少,详情	4	1	0	5	0.8
少,政府	1	4	0	5	0.8
少,排放	4	1	0	5	0.8
小车,禁	0	4	1	5	0.8
小时,传统	4	0	1	5	0.8
小哥,禁	1	4	0	5	0.8
容易,好不容易	0	4	1	5	0.8
家家,节日	4	0	1	5	0.8
守岁,贴	4	0	1	5	0.8
姐姐,很	4	1	0	5	0.8
妈妈,开心	4	0	1	5	0.8
好不容易,容易	0	4	1	5	0.8
女性,歧视	1	4	0	5	0.8
奥巴马,巴马	4	1	0	5	0.8
奥巴马,奥巴	4	1	0	5	0.8
奥巴,巴马	4	1	0	5	0.8
奥巴,奥巴马	4	1	0	5	0.8
奖励,抓	4	1	0	5	0.8
夜饭,春晚	4	0	1	5	0.8
增加,环保	0	4	1	5	0.8
增加,燃放	0	4	1	5	0.8
境内,分子	4	0	1	5	0.8
团聚,节日	4	0	1	5	0.8
团聚,包	4	1	0	5	0.8
喜欢,挺	4	0	1	5	0.8
唱,传统	4	1	0	5	0.8
吸引,很	4	1	0	5	0.8
合伙人,添	4	0	1	5	0.8
合伙人,月份	4	0	1	5	0.8
合伙,添	4	0	1	5	0.8
合伙,月份	4	0	1	5	0.8
吃,传统节日	4	1	0	5	0.8
可,骑	1	4	0	5	0.8
可,百姓	1	4	0	5	0.8
只,那	1	4	0	5	0.8
只,水	0	4	1	5	0.8
发展,经济	1	4	0	5	0.8
包,团聚	4	1	0	5	0.8
分子,境内	4	0	1	5	0.8
减少,生育	0	4	1	5	0.8
减少,倡议	1	4	0	5	0.8
全国,传统	1	4	0	5	0.8
元宵节,节日	4	0	1	5	0.8
元宵,传统节日	4	1	0	5	0.8
允许,禁	0	4	1	5	0.8
值,颜	4	0	1	5	0.8
倡议,绿色	1	4	0	5	0.8
倡议,减少	1	4	0	5	0.8
倡导,环保	1	4	0	5	0.8
保护环境,环境	0	4	1	5	0.8
保护环境,保护环	0	4	1	5	0.8
保护环境,保护	0	4	1	5	0.8
保护环,环境	0	4	1	5	0.8
保护环,保护环境	0	4	1	5	0.8
保护环,保护	0	4	1	5	0.8
保护,燃放烟花	0	4	1	5	0.8
保护,燃放	0	4	1	5	0.8
保护,放烟	0	4	1	5	0.8
保护,保护环境	0	4	1	5	0.8
保护,保护环	0	4	1	5	0.8
保护,今年	0	4	1	5	0.8
低,方式	1	4	0	5	0.8
传统节日,吃	4	1	0	5	0.8
传统节日,元宵	4	1	0	5	0.8
传统,节	4	1	0	5	0.8
传统,百姓	4	1	0	5	0.8
传统,特别	4	0	1	5	0.8
传统,年货	4	1	0	5	0.8
传统,尤其	1	4	0	5	0.8
传统,小时	4	0	1	5	0.8
传统,唱	4	1	0	5	0.8
传统,全国	1	4	0	5	0.8
传统,传承	4	1	0	5	0.8
传承,传统	4	1	0	5	0.8
今年,马	1	4	0	5	0.8
今年,部门	1	4	0	5	0.8
今年,每	0	4	1	5	0.8
今年,保护	0	4	1	5	0.8
人口老龄化,生育	1	4	0	5	0.8
亲戚,走亲戚	4	1	0	5	0.8
交警,绿灯	4	0	1	5	0.8
交警,管理	4	1	0	5	0.8
交警,抓	4	1	0	5	0.8
交警,执法	4	1	0	5	0.8
严查,行车	4	0	1	5	0.8
严查,自行车	4	0	1	5	0.8
严查,自行	4	0	1	5	0.8
不好,禁	1	4	0	5	0.8
一起,很	4	1	0	5	0.8
一代,计划生育	1	4	0	5	0.8
一代,计划	1	4	0	5	0.8
一代,生育	1	4	0	5	0.8
pro,ipad	1	0	4	5	0.8
ipad,pro	1	0	4	5	0.8
吃,传统	15	2	2	19	0.789474
传统,吃	15	2	2	19	0.789474
送,禁	5	22	1	28	0.785714
禁,送	5	22	1	28	0.785714
空气,今年春节	0	11	3	14	0.785714
环境,保护	1	11	2	14	0.785714
环保,燃放烟花	0	11	3	14	0.785714
环保,烟花爆竹	1	11	2	14	0.785714
环保,放烟	0	11	3	14	0.785714
燃放烟花,环保	0	11	3	14	0.785714
烟花爆竹,环保	1	11	2	14	0.785714
民族,中华民族	11	2	1	14	0.785714
民族,中华	11	2	1	14	0.785714
放烟,环保	0	11	3	14	0.785714
支持,恐怖	11	3	0	14	0.785714
恐怖,支持	11	3	0	14	0.785714
保护,环境	1	11	2	14	0.785714
今年春节,空气	0	11	3	14	0.785714
中华民族,民族	11	2	1	14	0.785714
中华民族,中华	11	2	1	14	0.785714
中华,民族	11	2	1	14	0.785714
中华,中华民族	11	2	1	14	0.785714
环保,今年	1	29	7	37	0.783784
今年,环保	1	29	7	37	0.783784
少,今年	0	18	5	23	0.782609
今年,少	0	18	5	23	0.782609
燃放,烟花爆竹	1	14	3	18	0.777778
烟花爆竹,燃放	1	14	3	18	0.777778
霾,烟花爆竹	1	7	1	9	0.777778
贴,包	7	1	1	9	0.777778
说实话,实话	2	7	0	9	0.777778
烟花爆竹,霾	1	7	1	9	0.777778
新衣,传统	7	1	1	9	0.777778
庙会,传统	7	1	1	9	0.777778
年夜饭,年夜	7	1	1	9	0.777778
年夜饭,夜饭	7	1	1	9	0.777778
年夜,年夜饭	7	1	1	9	0.777778
年夜,夜饭	7	1	1	9	0.777778
少,垃圾	2	7	0	9	0.777778
实话,说实话	2	7	0	9	0.777778
夜饭,年夜饭	7	1	1	9	0.777778
夜饭,年夜	7	1	1	9	0.777778
垃圾,少	2	7	0	9	0.777778
味儿,传统	7	1	1	9	0.777778
包,贴	7	1	1	9	0.777778
元宵节,元宵	7	1	1	9	0.777778
元宵,元宵节	7	1	1	9	0.777778
传统,新衣	7	1	1	9	0.777778
传统,庙会	7	1	1	9	0.777778
传统,味儿	7	1	1	9	0.777778
今年春节,今年	3	38	8	49	0.77551
今年,今年春节	3	38	8	49	0.77551
禁,支持	17	4	1	22	0.772727
支持,禁	17	4	1	22	0.772727
环境,爆竹	0	10	3	13	0.769231
爆竹,环境	0	10	3	13	0.769231
燃放烟花,少	2	10	1	13	0.769231
放烟,少	2	10	1	13	0.769231
少,燃放烟花	2	10	1	13	0.769231
少,放烟	2	10	1	13	0.769231
禁,外卖	4	19	2	25	0.76
外卖,禁	4	19	2	25	0.76
空气,爆竹	3	18	3	24	0.75
爆竹,空气	3	18	3	24	0.75
环保,燃放	0	15	5	20	0.75
燃放,环保	0	15	5	20	0.75
少,今年春节	0	12	4	16	0.75
今年春节,少	0	12	4	16	0.75
很,传统	9	3	0	12	0.75
传统,很	9	3	0	12	0.75
难道,禁	2	6	0	8	0.75
车,行车	1	6	1	8	0.75
车,自行车	1	6	1	8	0.75
车,自行	1	6	1	8	0.75
贴,对联	6	1	1	8	0.75
行车,车	1	6	1	8	0.75
自行车,车	1	6	1	8	0.75
自行,车	1	6	1	8	0.75
绿色,今年	0	6	2	8	0.75
禁,难道	2	6	0	8	0.75
